date,TCI,TCI_lead1,HSS_t1_q75,split_flag
2024-02-29,16.055759498883816,16.049867535568016,0,train
2024-03-01,16.049867535568016,16.03511864317726,0,train
2024-03-04,16.03511864317726,16.03194854629429,0,train
2024-03-05,16.03194854629429,16.04885162491646,0,train
2024-03-07,16.04885162491646,16.02831559398769,0,train
2024-03-08,16.02831559398769,16.0135023112121,0,train
2024-03-11,16.0135023112121,16.009318080566505,0,train
2024-03-12,16.009318080566505,15.991213317466624,0,train
2024-03-13,15.991213317466624,15.982197868587944,0,train
2024-03-14,15.982197868587944,15.973807225927551,0,train
2024-03-15,15.973807225927551,15.954380378755731,0,train
2024-03-18,15.954380378755731,15.939433787001622,0,train
2024-03-19,15.939433787001622,15.931689149116876,0,train
2024-03-21,15.931689149116876,15.930691442846282,0,train
2024-03-22,15.930691442846282,15.926054099042863,0,train
2024-03-25,15.926054099042863,15.920782132340458,0,train
2024-03-26,15.920782132340458,15.931133596754655,0,train
2024-03-27,15.931133596754655,15.938907844424014,0,train
2024-03-28,15.938907844424014,15.945328569682284,0,train
2024-04-01,15.945328569682284,15.927318713196955,0,train
2024-04-02,15.927318713196955,15.903475366133256,0,train
2024-04-04,15.903475366133256,15.903003663083217,0,train
2024-04-05,15.903003663083217,15.89948268879137,0,train
2024-04-08,15.89948268879137,15.906144899470842,0,train
2024-04-09,15.906144899470842,15.906554883595684,0,train
2024-04-10,15.906554883595684,15.875998247938202,0,train
2024-04-11,15.875998247938202,15.918907892255666,0,train
2024-04-12,15.918907892255666,15.923967134073772,0,train
2024-04-15,15.923967134073772,15.920595395788814,0,train
2024-04-16,15.920595395788814,15.913833754348694,0,train
2024-04-19,15.913833754348694,15.926026445328064,0,train
2024-04-22,15.926026445328064,15.915109184785823,0,train
2024-04-23,15.915109184785823,15.911268332899256,0,train
2024-04-24,15.911268332899256,15.917873408117376,0,train
2024-04-25,15.917873408117376,15.914550255974872,0,train
2024-04-26,15.914550255974872,15.91166233345153,0,train
2024-04-29,15.91166233345153,15.912334701076084,0,train
2024-04-30,15.912334701076084,15.855414286304962,0,train
2024-05-02,15.855414286304962,15.84823497193549,0,train
2024-05-03,15.84823497193549,15.832446964857164,0,train
